content,score,cleaned_content,sentiment
Good,5,good,positif
"kalo ongkirnya dikit lgsg dibatalin sama sistemnya jir pelit ongkir co, 2x kaya gitu tapi yg kena malah semua akunku gadapet promo lagi. but sejauh ini produknya (semisal promo) murah bgt tp yaa minusnya gitu deh",3,kalo ongkirnya dikit lgsg dibatalin sistem jir pelit ongkir co x kaya gitu yg kena akun gadapet promo but produk promo murah bgt yaa minus gitu deh,negatif
ok,5,oke,positif
good,5,good,positif
Sudah lancar kembali,5,lancar,netral
mudah dn dpt d percaya,5,mudah dn dpt d percaya,positif
"Saya mau mengajukan komplain, saat saya klik tombol ""ajukan komplain"" malah tertolak. Gak ada solusi dari CS Tokopedia. Gak ada solusi dr penjual juga. Bagaimana ini?",2,aju komplain klik tombol aju komplain tolak solusi cs tokopedia solusi dr jual,netral
Bagus,5,bagus,netral
ok,5,oke,positif
Saya kasih bintang 2 karna rekomendasi pengeriman dari pihak tokped menggunakan ID express sangat tidak rekomendasi karna pelayanannya buruk banget,2,kasih bintang karna rekomendasi rim tokped id express rekomendasi karna layan buruk banget,negatif
bagus,4,bagus,netral
"Sy coba belanja lewat toko ini, barang gua nyampe² Toko apaAn",1,sy coba belanja toko barang gua nyampe toko,negatif
"bagus sangat bermanfaat, bnyk diskon harga murah",5,bagus manfaat bnyk diskon harga murah,positif
"pesan instan dll sangat lambat, disemua toko",1,pesan instan dll lambat semua toko,netral
"sangat membantu, layanan bagus belanja lebih mudah",5,bantu layan bagus belanja mudah,netral
"Pelayanan tokepedia tidak memuaskan klau ada bintang nol sya ksih nol dah,bisanya cuman bisa ngambil untung doang dari transaksi mending apk oren...",1,layan tokepedia muas klau bintang nol sya ksih nol dahbisanya cuman ngambil untung doang transaksi mending apk oren,netral
baii,4,baii,netral
waa. penggunaan Tokopedia sangat mudah tapi masih banyak penjual yang licik,5,waa guna tokopedia mudah jual licik,positif
Minta update padahal udah update terbaru,1,update update baru,netral
"Halo kak saya ada beli barang di hari Sabtu pas saya check out udh langsung cancel kanmalah sama penjual nya di tolak dan gopay nya tidak di balikin dan malah proses pengiriman tapi , saya sudah ajukan di chat tapi ga cepat di repson nya tolong tindakan nya secepat nya",1,halo kak beli barang sabtu pas check out langsung cancel kanmalah jual nya tolak gopay nya balikin proses kirim aju chat cepat repson nya tolong tindak nya cepat nya,positif
"Maaf aku kasih bintang 1, ga tau kenapa tiba² gopaylaterku diblokir pdahal tgl 1 pas jatuh tempo kemaren udah aku bayar sesuai rincian",1,maaf kasih bintang tiba gopaylaterku blokir pdahal tanggal pas jatuh tempo kemaren bayar sesuai rincian,netral
Ga asik lagi Toped.. terlalu berpihak pada seller yg sesuka hati ganti harga..bye,1,asik toped pihak seller yg suka hati ganti hargabye,netral
Aslinya sih aku suka belanja di tokopedia tapi pengirimannya lama sekaliiii dan informasi tentang status pengiriman pun tidak jelas,3,asli sih suka belanja tokopedia kirim sekaliiii informasi status kirim,positif
"Menyediakan promo, tapi di batalkan sistem, yang refund susah di cairkan, ga rekomen banget pake tokped",1,sedia promo batal sistem refund susah cair rekomen banget pake tokped,negatif
"apasi kurir gak jelas udah 2mggu belum dijemput""pesanan",1,apas kurir mggu dijemputpesanan,netral
sangat mantap dan nyaman,5,mantap nyaman,positif
Penggantarannya lama sekali,1,gantar,netral
Pantesan banyak rating bintang 1 Emang aplikasi gak kompeten Pantesan kalah saing sama shopee,1,pantesan rating bintang emang aplikasi kompeten pantesan kalah saing shopee,negatif
Poko Tokopedia top,5,poko tokopedia top,netral
"stop pake id express yaaa, mending JNE/ jnt aja udah bener kurir nya, udah gila Expres apaan gada express"" nya",2,stop pake id express yaaa mending jne jnt aja bener kurir nya gila expres gada express nya,positif
sangat membantu ketika kita membutuhkan sesuatu saat kita dalam kondisi tidak pegang uang.,5,bantu butuh kondisi pegang uang,negatif
"Ini bug apa kebijakan? Ngeselin banget! Ada diskon potongan harga 15K pas mau pembayaran masukin PIN via gopay. Sengaja mau kembali dulu buat ngecek lagi, eh diskonnya malah ilangg!!",2,bug bijak ngeselin banget diskon potong harga k pas bayar masukin pin via gopay sengaja ngecek eh diskon ilangg,positif
Jelek kurir rekomendasinya terutama J&T pengirimannya sangat lambat ongkir mahal..haha..,2,jelek kurir rekomendasi jt kirim lambat ongkir mahalhaha,positif
Kecewa dengan pengiriman nya sangat lama beda sama toko oren,2,kecewa kirim nya beda toko oren,netral
proses cepat,4,proses cepat,positif
"Dana saya g tau kemana,jadi milik siapa. Cs Tokopediacare tidak ada solusi malah bikin bingung jawabannya. Cs tokopedia wa juga g ada jawaban untuk dana saya. Review akan saya edit kalau ada kejelasan untuk dana saya kemana. Terimakasih.",1,dana kemanajadi milik cs tokopediacare solusi bikin bingung jawab cs tokopedia wa dana review edit jelas dana mana terimakasih,positif
Mengecewakan app ini bikin rugi orang lain app ini sudah dua kali di rugikan Krena pesan barang taunya toko offline bahkan sampai saat ini offline kalau offline kenapa harus ada di app seharusnya ada pemberitahuan khusus soal itu memang mengecewakan,1,kecewa app bikin rugi orang app kali rugi krena pesan barang tau toko offline offline offline app pemberitahuan khusus kecewa,negatif
"Layanan tidak memuaskan tidak bisa komplain pada hari saat barang sampai, apk belanja online terburuk mending shopeeeeeeee",1,layan muas komplain barang apk belanja online buruk mending shopeeeeeeee,netral
Tokopedia gak guna skrg .. saya ajukan komplen barang bermasalah dan meminta pick up baranf yg bermasalah barangnya tidak di pick up. dan tiba tiba saja pesanan selesai .. karena komplen selesai . . kan aneh . saya rugi dapat barang rusak yg ratusan ribu tanpa pertanggung jawaban tokopedia.. buat apa asa fitu konfirmasi pesanan dan komplen pesanan.. udh gitu chat bot nya gangguan dan responnya lemot ga guna.. Rugi saya ... tanggung jawab tokopedia,1,tokopedia skrg aju komplen barang masalah pick up baranf yg masalah barang pick up pesan selesai komplen selesai aneh rugi barang rusak yg ratus ribu tanggung tokopedia asa fitu konfirmasi pesan komplen pesan gitu chat bot nya ganggu responnya lot rugi tanggung tokopedia,negatif
Asli jangan mau download aplikasi ini tokopedia fiturnya gak guna kalau mau belanja di Shopee aja tau lazada jelek amat,1,asli download aplikasi tokopedia fiturnya belanja shopee aja lazada jelek,netral
Toped burik lama2,1,toped burik,netral
"Icon voucher nya mana? Kok malah ilang, mau liat list voucher gabisaa",1,icon voucher nya ilang liat list voucher gabisaa,positif
wahhh bagus banget,5,wahhh bagus banget,positif
"Walaupun masih ada kendala disana sini seperti contoh aplikasi masih termasuk lamban untuk era sekarang ini mungkin dikarenakan butuh server yang sangat mumpuni untuk melayani begitu banyak tugas aplikasi , namun aplikasi masuk kategori aplikasi yang bagus menurut saya .",5,kendala sana contoh aplikasi lamban era butuh server mumpuni layan tugas aplikasi aplikasi masuk kategori aplikasi bagus,negatif
Sempurna sekali aplikasih ini,5,sempurna aplikasih,netral
"Kecewa banget, masa kemarin udah cekout barang yang berdiskon, dan udah bayar. Malah di batalkan sistem. Pas cek barang yg sama udah ga diskon lagi. Klo ga niat kasih diskon. Ga usah embel2 bertuliskan diskon gitu. Bikin kecewa aja.",1,kecewa banget kemarin cekout barang diskon bayar batal sistem pas cek barang yg diskon niat kasih diskon embel tulis diskon gitu bikin kecewa aja,positif
voucher promo ga jelas infonya,4,voucher promo info,positif
pernah punya pengalaman kurang menyenangkan belanja di sisi. komplain barang tidak lengkap ditolak seller karena tidak ada video unboxing (susah upload😔) harusnya ada aturan seller menimbang berat barang sebenarnya sebelum masuk kurir. pembeli juga menimbang sebelum dibuka untuk memastikan barang yg diterima sama persis. jadi ada jejak forensik yg jelas,3,alam senang belanja sisi komplain barang lengkap tolak seller video unboxing susah upload atur seller timbang berat barang masuk kurir beli timbang buka barang yg terima persis jejak forensik yg,negatif
Sudah mulai,1,,netral
Paling suka belanja di tokped,5,suka belanja tokped,netral
"Jasa kirim tolong diganti dengan yang lebih amanah pak, usahakan jangan siCepat, dan JNE, tidak pernah tepat waktu untuk tiba paket",2,jasa kirim tolong ganti amanah usaha sicepat jne paket,positif
"Sepertinya ada bug di Tokopedia, Tiba-tiba Keluar akun sendiri dan susah verifikasi, (Samsung Galaxy A05) Mohon perbaiki, Terimakasih",3,bug tokopedia tibatiba akun susah verifikasi samsung galaxy a mohon baik terimakasih,netral
Makin kesini kurir rekomendasi nya banyak abal abal.. ngehambat kerjaan orang jadinya..,1,kesini kurir rekomendasi nya abal abal ngehambat kerja orang,positif
Mudah,5,mudah,netral
Ok,5,oke,positif
"sering banget bermasalah kalau beli sesuatu ditokoes.semua kebijakannya nyusahin pembeli.proses pembatalan susah,retur barang susah,bahkan mau chat sama cs aja susah.cukup tau aja sih tokped ini ancur banget.",1,banget masalah beli ditokoessemua bijak nyusahin pembeliproses batal susahretur barang susahbahkan chat cs aja susahcukup aja sih tokped ancur banget,positif
bagus apk nya belanja nya juga murah murah,5,bagus apk nya belanja nya murah murah,netral
"Saya tidak bisa menggunakan voucher apapun, dengan alasan akun saya melanggar aturan, padahal saya tidak tahu dan tidak melanggar apapun",1,voucher apa alas akun langgar atur langgar apa,negatif
Mantap,5,mantap,positif
Saya sebagai seller sangat di rugikan dengan kebijakan Tokopedia. Aplikasi jelek sepanjang masa,1,seller rugi bijak tokopedia aplikasi jelek,negatif
"PARAH BGT SOLUSI DARI TOKOPEDIA, BELI BRG DARI 27 FEB, SAMPAI 10 MARET, GA JELAS ITU BRG ADA DMN, SOLUSI TOKOPEDIACARE KELAMAAN, DUIT GA BALIK², PEMBELI HRS MENUNGGU 3 HARI UTK INVESTIGASI BRG, STLH 3 HARI, MSH DIPERPANJANG MAKIN GA JELAS, MENGECEWAKAN!!!!! SAYA SDH SKRINSUT UTK BUKTINYA!!!",1,parah bgt solusi tokopedia beli brg feb maret brg dmn solusi tokopediacare duit balik beli hrs tunggu utk investigasi brg stlh msh panjang kecewa skrinsut utk bukti,netral
KEBAANYAKAN UPDATE MENUH MENUHIN RUANG AJAA,1,kebaanyakan update menuh menuhin ruang ajaa,negatif
Terlalu sulitembuat pin,1,sulitembuat pin,netral
Diskon nya gak ngontak voucher ongkir nya selalu ada,5,diskon nya ngontak voucher ongkir nya,positif
"gajelas, kurir rekomendasi sejatinya unrecomended, seminggu loh paket saya gak bergerak, mending di toko oren",1,gajelas kurir rekomendasi sejati unrecomended minggu loh paket gerak mending toko oren,positif
ok siiiiiiiih,5,oke siiiiiiiih,positif
cukup bintang yg bicara.,5,bintang yg bicara,netral
"Kalian bikin aplikasi ini smakin ditinggalkn pengguna setia. Saya menggunakan apk ini bbrp bln sejak muncul pertama kali, tp skrg jd smakin malas menggunakan krn terus menerus muncul notifikasi WAJIB UPDATE yg sangat mengganggu smtr hampir stiap bln pasti ada update even bulanan 1-1; 2-2; 3-3 dst.. Pdhal tdk semua pengguna mengejar event tsb. Dan jika trjadi komplain/mslh transaksi di event² tsb, pembelilah yg dirugikan krn pngantian hanya sbatas uang yg disetor bkn hrga brng sblm diskon. RUGI!",1,bikin aplikasi smakin ditinggalkn guna setia apk bbrp bln muncul kali skrg smakin malas krn terus muncul notifikasi wajib update yg ganggu smtr stiap bln update even bulan dst pdhal guna kejar event tsb trjadi komplainmslh transaksi event tsb bel yg rugi krn pngantian sbatas uang yg setor bkn hrga brng sblm diskon rugi,negatif
bagus banyak promonya,5,bagus promonya,netral
bagus.,5,bagus,netral
mantap,5,mantap,positif
apalaj ni aplikasi nyediain kurir nggk becus kerja semua ongkir mahal pelayanan nggk becus paket nggk gerak gerak apalah pantes mulai sepi aplikasi mending ke shoope aja yg jelas kerja kurirnya,1,apalaj ni aplikasi nyediain kurir nggk becus kerja ongkir mahal layan nggk becus paket nggk gerak gerak apa pantes sepi aplikasi mending shoope aja yg kerja kurir,positif
"Woyyyy....Toped yg bener aja dong info tagihan airnya AETRA,Sudah dibayar,kenapa masih ada Tagihannya???? Lagi Error apa sableng sih?????? !!!!!!!!!!!!betulin tuh servernya,Ngacoooo!!!!!!!!",1,woyyyytoped yg bener aja info tagih air aetrasudah dibayarkenapa tagih error sableng sih betulin tuh servernyangacoooo,negatif
mantsp puas banget disconnya boos,5,mantsp puas banget disconnya boos,positif
Promonya gak jelas.,1,promonya,netral
Sangat bagus,5,bagus,netral
"aplikasi yg sangat membantu, menunya tidak ribet, praktis, kalau biasa banyakin promo² nya",5,aplikasi yg bantu menu ribet praktis banyakin promo nya,netral
Terimakasih,5,terimakasih,positif
oke,5,oke,positif
Aplikasi bagus bermanfaat&mempermudah untuk di jamam skrng yg ingin belanja apapun,5,aplikasi bagus bermanfaatmempermudah jamam skrng yg belanja apa,negatif
mantap,5,mantap,positif
mantap,5,mantap,positif
"Barang terlambat datang, total 3 barang yg tidak sesuai dengan estimasi kedatangan dan terlambat. Ingin menanyakan kejelasan di harus menunggu 2 hari. Mau menghubungi CS juga tidak bisa. Terus kita harus menunggu tanpa kejelasan? Sudah telat, masak harus menunggu lagi sih. Setidaknya berikan kami penjelasan kenapa bisa telat dan status shiping tidak ada perubahan selama beberapa hari..? Males lama2 pakai tokopedia.",1,barang lambat total barang yg sesuai estimasi datang lambat jelas tunggu hubung cs tunggu jelas telat masak tunggu sih jelas telat status shiping ubah males pakai tokopedia,negatif
system gajelas,1,system gajelas,netral
UI/UX nya lebih bagus yang lama,3,uiux nya bagus,netral
mantap,5,mantap,positif
aplikasi the best gak pelit promo,5,aplikasi the best pelit promo,netral
Cek keranjang ngebug,2,cek keranjang ngebug,negatif
"kenapa setelah update kok jdi aneh ya,tiba2 pesanan dibatalkan krn tidak memenuhi syarat,terus yg salah pembeli gitu? lalu tiba2 setelah itu promo diakunnya hilang pdhal gak jdi kepakai ini gimana ya? makin diupdate bukan nya makin lebih baik gitu",1,update aneh yatiba pesan batal krn penuh syaratterus yg salah beli gitu promo akun hilang pdhal pakai gimana ya diupdate nya gitu,negatif
good,5,good,positif
toko online terbaik,5,toko online baik,netral
Ok.,5,oke,positif
mantul harga terjangkau,3,mantul harga jangkau,positif
mantap,5,mantap,positif
Harga murah,5,harga murah,positif
ok,5,oke,positif
"Setiap Ada permasalahan dengan proses pesanan. Selalu penyelesaiannya yang sangat tidak memuaskan. Dibatalkanpun harus menunggu kedua belah pihak, padahal pesanan masih di proses, status proses sudah seminggu, hampir 8 hari belum masuk ke pengiriman. Chat seller ga pernah di balas. Minta penyelesaian pembatalan via customer care sangat tidak memuaskan. buang buang waktu belanja di Tokopedia, tidak seperti lazada dan shopee. Selalu ada garansi kepuasan pelanggan..",1,masalah proses pesan selesai muas batal tunggu belah pesan proses status proses minggu masuk kirim chat seller balas selesai batal via customer care muas buang buang belanja tokopedia lazada shopee garansi puas langgan,positif
"menampilkan barang dewasa !, jelas2 umur gua 33 tahun .aplikasi cacat",1,tampil barang dewasa umur gua aplikasi cacat,negatif
"Kenapa gk dari dulu gw instal nih apk, biasa beli di lazada/shope trs nyoba apk tokped eh di kasih diskon langsung 27k, baru beli 3/4 hari eh dapet diskon lagi 27k, eh besok nya dpt lagi diskon 20k, ini bener² di luar dugaan",5,instal nih apk beli lazadashope trs nyoba apk tokped eh kasih diskon langsung k beli eh dapet diskon k eh besok nya dpt diskon k bener duga,positif
"pelayanan terbaik, cepat,aman,",5,layan baik cepataman,netral
Pernah ketipu sama Syamsudin karyawan tokoped gopay 300 RB melayang ke BRInya,1,tipu syamsudin karyawan tokoped gopay rb layang brinya,positif
Oke,5,oke,positif
mantabbb,5,mantabbb,netral
Baik n cepat,5,n cepat,netral
sangat membantu,5,bantu,netral
"apaan banget coba ni aplikasi , kurir bermasalah terus , Tokopedia care juga ga guna , pesanan ga dikirim kirim padahal katanya udah tiba di tujuan",1,banget coba ni aplikasi kurir masalah tokopedia care pesan kirim kirim tuju,positif
Ok,5,oke,positif
"Udh gk nyaman aplikasi tokped,lemot sekarang mh",1,nyaman aplikasi tokpedlemot mh,netral
Jan masuk tok keren banget gan ye,5,jan masuk tok keren banget gan ye,netral
Habis update malah force close mulu,1,habis update force close mulu,negatif
"Saya pengguna lama, semenjak Tokopedia release.. baru kali ini saya gak bisa maklum dengan cacat aplikasi setelah update terakhir. Setiap klik produk mesti muncul halaman awal video dll yang gak guna karena loading nya laaammmaaaa... Bikin gak betah explore. HP saya kelas mid end RAM 12 gb loohh... Internet 4G+ tapi ketika buka halaman produk loading nya ngeselin... Kembalikan ke setingan awal, atau user Tokopedia bakalan habis berpindah...",1,guna semenjak tokopedia release kali maklum cacat aplikasi update klik produk mesti muncul halaman video dll loading nya laaammmaaaa bikin betah explore hp kelas mid end ram gb loohh internet buka halaman produk loading nya ngeselin kembali ting user tokopedia habis pindah,negatif
tapi saya ga bisa verifikasi ya agar bisa beli Vape elektrik,5,verifikasi ya beli vape elektrik,positif
sesuai aplikasi,5,sesuai aplikasi,netral
mntap,5,mntap,netral
Bagus 💪,5,bagus,netral
Penganan yg buruk sekali.. sudah ada bukti transfer dan juga bukti mutasi tapi tetap tidak ada pengembalian dana dengan alasan dana tidak masuk.. Apa lu mau bilang kalo bank nya yg nipu Barang tidak ada uang pun tidak bisa kembali,1,penganan yg buruk bukti transfer bukti mutasi kembali dana alas dana masuk bilang kalo bank nya yg nipu barang uang,negatif
"Saya komplen dari yang, barang bermasalah, pengembalian dana sampe barang belom sampai tapi keterangannya ""tiba di tujuan"" Semua komplenan SELESAI. Terimakasih untuk TOKOPEDIA atas PELAYANANNYA. ❤❤❤❤❤❤❤❤",5,komplen barang masalah kembali dana sampe barang bom terang tuju komplenan selesai terimakasih tokopedia layan,positif
Sudah lama pakai.semua limit hilang....udah bangkrut kayak GK ada dana lagi di tokopedia.bangrut smua limit letter di nol kan.waaah parah padahal sblum2nya bagus pembayaran.sudah bangkrut GK cuman sy aja smua temen juga demikian.makin GK bagus aja pelayanan nya,1,pakaisemua limit hilangudah bangkrut kayak dana tokopediabangrut smua limit letter nol kanwaaah parah sblumnya bagus pembayaransudah bangkrut cuman sy aja smua temen demikianmakin bagus aja layan nya,negatif
toko serba ada.,5,toko serba,netral
"Tolonglah kalo expedisi yg lambat2 kaya wahana jangan di masukin ke sistem, ga bisa di komplain juga lagi",2,tolong kalo expedisi yg lambat kaya wahana masukin sistem komplain,netral
"HEI APLIKATOR KORUPTOR KENAPA JIKA TRANSAKSI GAGAL ANDA TIDAK MENGEMBALIKAN DENGAN BIAYA PENUH, NAMUN YANG ANDA REFUND HANYA BIAYA POKOK SEDANGKAN BIAYA LAIN2 YANG JUGA KAMI BAYARKAN TIDAK DIKEMBALIKAN, APA INI CARAMU CARI UANG DENGAN MEMBATALKAN TRANSAKSI DAN MENGAMBIL UANG DARI BIAYA LAIN2 ??????",1,hei aplikator koruptor transaksi gagal kembali biaya penuh refund biaya pokok biaya bayar kembali cara cari uang batal transaksi ambil uang biaya,negatif
Tiap order selalu dibatalkan sistem ... Gak niat jualan apk nya,1,order batal sistem niat jual apk nya,negatif
"Makin aneh ni tokped saya beli barang di tiga toko, pengirimannya di jeda mulu sampai berhari hari ada yang 2hr belum dikirim ada yg 4hr malah blm dikirim juga, saya gak nyalahin pihak ekspedisi tapi pihak tokonya napa barang saya belum dikirim juga 😏 Gada yang bener belanja lewat tokped ni tokonya nya ancur semua. Maaf bukan saya membandingkan aplikasi lain saat ini oke oke aja gada masalah untuk kirim2 😔😔",1,aneh ni tokped beli barang toko kirim jeda mulu hari hr kirim yg hr blm kirim nyalahin ekspedisi toko napa barang kirim gada bener belanja tokped ni toko nya ancur maaf banding aplikasi oke oke aja gada kirim,positif
"Buat promo, harga dan kelengkapan barang memang top, cuman kekurangan di durasi/lamanya pengiriman barang, untuk di luar pulau bisa memakan waktu 1minggu lebih dan di dalam pulau/daerah bahkan bisa memakan waktu 3-7 hari pengiriman. Tolong di perbaiki lagi sistemnya.",3,promo harga lengkap barang top cuman kurang durasilamanya kirim barang pulau makan minggu pulaudaerah makan kirim tolong baik sistem,positif
"Si CEPAT HALU expedisi TOLOL , barang 4 hari dikurir lain,bisa 14 hari belum sampai!",1,si cepat halu expedisi tolol barang kurir lainbisa,negatif
"Pembayaran sering gagal tanpa alasannya yg jelas,minimal kalo tidak memenuhi syarat di kasih tau jangan tiba² gagal mana gk ada info tentang syaratnya lagi aneh",1,bayar gagal alas yg jelasminimal kalo penuh syarat kasih tiba gagal info syarat aneh,negatif
bagus tapi gak bisa cod,4,bagus cod,netral
aplikasi sampah,1,aplikasi sampah,negatif
"Tolong, itu jasa pengiriman itu biarkan kami konsumen yg pilih, jangan dari sistem tokopedia yg pilihkan, paket saya, untuk jasa kirim, SICEPAT sudah 2 hari tidak sampai2, dan status pengiriman tidak ada perubahan, JNT juga terima COD",1,tolong jasa kirim biar konsumen yg pilih sistem tokopedia yg pilih paket jasa kirim sicepat status kirim ubah jnt terima cod,positif
Busuk tidak nyampe barang nya,1,busuk nyampe barang nya,negatif
mantap joss,5,mantap joss,positif
lah iya bagus,5,iya bagus,netral
"Maaf sistem pelayanan Tokopedia semakin kesini semakin buruk terutama kurir expedisi JNT meretur paket seanak jidatnya, konsekuensi apa yang akan di berikan kepada kurir semacam itu..",1,maaf sistem layan tokopedia kesini buruk kurir expedisi jnt retur paket anak jidat konsekuensi kurir,negatif
Kok akun gue logout sendiri yang bener aje lu,1,akun logout bener aje,netral
👍bagus,4,bagus,netral
gacor minnn🔥🔥🔥,4,gacor minnn,netral
"customer servicenya busukkk , pembayaran qris saldo udah kepotong tapi status masih menunggu (blm dibayar) chat cs kaya bot balesnya , udh gitu lama .. entah lah duit gw ilang kemana wkkwk . busuk bgt pelayanannya , kaga lagi"" gw pake nih aplikasi .. sampahhh!!!",1,customer servicenya busukkk bayar qris saldo potong status tunggu blm bayar chat cs kaya bot balesnya gitu duit ilang mana wkkwk busuk bgt layan kaga pake nih aplikasi sampahhh,negatif
ok,5,oke,positif
Tolong percepat pengiriman,2,tolong cepat kirim,positif
Aplikasi gak mutu,1,aplikasi mutu,negatif
bagus,5,bagus,netral
Penjual di appl sok sibuk banget sampe ditanya gak mau jawab kocak,1,jual appl sok sibuk banget sampe kocak,positif
sukses selalu,5,sukses,positif
Setiap mau masuk ke bagian transaksi untuk ngecek barang yang di beli pasti selalu aplikasinya keluar sendiri dan ada notifikasi aplikasi tidak ada tanggapan,1,masuk transaksi ngecek barang beli aplikasi notifikasi aplikasi tanggap,negatif
good,5,good,positif
"ADMIN TONYETNYA JUTEK, GA KASIH SOLUSI APAPUN",1,admin tonyetnya jutek kasih solusi apa,negatif
Baru daftar aja udah di persulit.masukin token aja di persulit padahal udah masukin sandi yang pling susah tapi .token tidak valid hampir 50 kata sandi berbeda tidak bisa auto uninstall,1,daftar aja persulitmasukin token aja sulit masukin sandi pling susah token valid sandi beda auto uninstall,netral
"Makin kesini makin aneh2 ni tokped, Cs nya lemot, chat sekarang bales kapan, vocher batal sistem terus.. Masi lebih baik toko oyen..",1,kesini aneh ni tokped cs nya lot chat bales vocher batal sistem mas toko oyen,negatif
Ok,5,oke,positif
Sangat membantu,5,bantu,netral
terima kasih atas pelayanannya,5,terima kasih layan,positif
MANTAP,5,mantap,positif
"Itu expedisi id express mnding jangan dipale recemoded buat ngirim brng, Gila",3,expedisi id express mnding pale recemoded ngirim brng gila,netral
"Aplikasi minta di update,aplikasi cuma 36MB pdahal memori ada 1,11 GB kenapa gagal terus hadeh",1,aplikasi updateaplikasi mb pdahal memori gb gagal hadeh,negatif
Lemot,3,lot,negatif
Setelah saya baca komen saya jadi takut untuk download Tokopedia .jadi saya komen aja semoga semakin baik bukan meburuk,1,baca komen takut download tokopedia komen aja moga meburuk,positif
bagus,5,bagus,netral
sangat membantu sekali...,5,bantu,netral
jangan download g rekomen bngt,1,download rekomen bngt,netral
"Saya Pengguna baru,Semoga Tokped tidak mengecewakan.",5,guna barusemoga tokped kecewa,positif
bagus ³,3,bagus ,netral
"Ngasih bintang 1 aja saya sebenernya keberatan juga, Transaksi pembayaran sudah sukses malah di batalkan sistem, dan dana saya di tahan pengajuan ke CS malah berbelit Belit ,sampai sekarang dana saya masih di tahan..mana dana nya 10jt lagi .. nyesel transaksi di sini mending di flat room lain aja gak seribet disini",1,ngasih bintang aja sebenernya berat transaksi bayar sukses batal sistem dana tahan aju cs belit belit dana tahanmana dana nya jt nyesel transaksi mending flat room aja seribet,positif
"sedikit kecewa dengan tokped, ggra 1 problem ada yg kirim paket ghaib ke saya melalui aplikasi tokped, padahal dlu tokped aman2 aja lho aplikasi belanja favorit saya malahan, saya chat cs pun lama dibalasnya tidak ditindaklanjuti, kecewa saya dengan tokped",1,kecewa tokped ggra problem yg kirim paket ghaib aplikasi tokped dlu tokped aman aja lho aplikasi belanja favorit chat cs balas ditindaklanjuti kecewa tokped,positif
puas,3,puas,positif
Min saya ada promo kok gak bisa di pakai,4,min promo pakai,positif
bagus banyak diskon,5,bagus diskon,positif
buruk loading lama,1,buruk loading,negatif
"Aneh sistem nya pesanan di batalin otomatis, terus ada lagi pengiriman salah .. kek nya di sengaja dah.. udh jelas alamat ada no hp ada ..hdeh mana udh di tf juga .. kacau .. dahlah cape pengiriman lama respon komplain nunggu 3 hari tapi gk tau bisa jadi 3 bulan wkwk ..",1,aneh sistem nya pesan batalin otomatis kirim salah kek nya sengaja alamat no hp hdeh tf kacau dah cape kirim respon komplain nunggu wkwk,netral
"Saya heran dengan tokopedia,makin lama makin kacau,sistem pembayaran makin gk karuan,cod udah gk ada bayar pake paylater gk bisa,padahal paylater saya gk ada masalah tiap tgl 1 saya selalu tepat bayar.d karena kan saya butuh barang ya terpaksa belanja pake aplikasi lain. Saran saya untuk tokopedia jangan kepedean kalo sistem seperti ini terus bisa bisa konsumen pada lari ke aplikasi lain,dan aplikasi lain lebih menjanjikan. Selamat tinggal tokopedia.",1,heran tokopediamakin kacausistem bayar karuancod bayar pake paylater bisapadahal paylater tanggal bayard butuh barang ya paksa belanja pake aplikasi saran tokopedia kepedean kalo sistem konsumen lari aplikasi laindan aplikasi janji selamat tinggal tokopedia,negatif
👍,5,,netral
Iklan mu itu loh ganggu aja cok,1,iklan mu loh ganggu aja cok,netral
"Kecewa banget sama tokped, Sistem keamanannya sangat minim, banyak akun penipu tapi susah untuk klaimnya, sudah coba ikuti sesuai petunjuk tetep ga bisa, untuk minta refund uang agar tidak di teruskan ke penjual penipu tapi susahnya minta ampun, sangat tidak aman",1,kecewa banget tokped sistem aman minim akun tipu susah klaim coba ikut sesuai tunjuk tetep refund uang terus jual tipu susah ampun aman,negatif
pokoknya tokped tdk mengecewakan...,4,pokok tokped kecewa,netral
"Tolong di cek lagi, ini update toped terbaru jd lemot di hp.. Buka keranjang loading lama bgt. Buka produk jg loading terus.. Jgn terlalu banyak update tdk jelas dan memakan memori besar",1,tolong cek update toped baru lot hp buka keranjang loading bgt buka produk loading update makan memori,negatif
pembayaran cod hanya ada satu 1x,3,bayar cod x,netral
bagus,5,bagus,netral
Kenapa aplikasi tokped jadi lola dan sering tidak bisa di gunakan untuk chatt seller utk bertanya tentang produknya.....,1,aplikasi tokped lola chatt seller utk produk,netral
Barang dateng gk sesuai tanggal Dan dateng lamaa,1,barang dateng sesuai tanggal dateng lamaa,positif
banyak diskon,5,diskon,positif
toko online terpercaya dan terbaik,5,toko online percaya baik,positif
"Belanja disini karena ada duit di Gopay, seller ga ngirim2 udah 4 hari akhirnya di cancel system. Beli di toko berbeda malah pengiriman lama banget pake JNE. Sumpah harus extra sabar kalo di Tokopedia.",2,belanja duit gopay seller ngirim cancel system beli toko beda kirim banget pake jne sumpah extra sabar kalo tokopedia,positif
Cukup baik,5,,netral
